id,n_clauses,fl_problem,nl_problem,nl_solution,fl_problem_renamed,dsl_problem_renamed
825,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b g d g b g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,DG) = ∠(BG,DG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b g d g b g d g",
826,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b g d g b g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:DG = BG:DG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b g d g b g d g",
827,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b d b h b d b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BH) = ∠(BD,BH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b d b g b d b g",
828,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b d b h b d b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BH = BD:BH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b d b g b d b g",
829,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? sameclock b d h b d h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H
 (Numerical Check)=> BDH are sameclock to BDH [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? sameclock b d g b d g",
830,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b d d h b d d h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DH) = ∠(BD,DH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b d d g b d d g",
831,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b d d h b d d h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DH = BD:DH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b d d g b d d g",
832,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b h d h b h d h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BH,DH) = ∠(BH,DH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b g d g b g d g",
833,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b h d h b h d h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BH:DH = BH:DH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b g d g b g d g",
834,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqangle b e b f b e b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,BF) = ∠(BE,BF) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqangle b e b f b e b f",
835,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqratio b e b f b e b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:BF = BE:BF [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqratio b e b f b e b f",
836,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? sameclock b e f b e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BEF are sameclock to BEF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? sameclock b e f b e f",
837,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqangle b e e f b e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,EF) = ∠(BE,EF) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqangle b e e f b e e f",
838,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqratio b e e f b e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:EF = BE:EF [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqratio b e e f b e e f",
839,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqangle b f e f b f e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,EF) = ∠(BF,EF) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqangle b f e f b f e f",
840,3,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqratio b f e f b f e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:EF = BF:EF [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e ? eqratio b f e f b f e f",
841,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b e b g b e b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,BG) = ∠(BE,BG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b e b g b e b g",
842,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b e b g b e b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:BG = BE:BG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b e b g b e b g",
843,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? sameclock b e g b e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BEG are sameclock to BEG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? sameclock b e g b e g",
844,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b e e g b e e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,EG) = ∠(BE,EG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b e e g b e e g",
845,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b e e g b e e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:EG = BE:EG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b e e g b e e g",
846,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b g e g b g e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,EG) = ∠(BG,EG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b g e g b g e g",
847,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b g e g b g e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:EG = BG:EG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b g e g b g e g",
848,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b e b h b e b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,BH) = ∠(BE,BH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b e b g b e b g",
849,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b e b h b e b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:BH = BE:BH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b e b g b e b g",
850,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? sameclock b e h b e h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H
 (Numerical Check)=> BEH are sameclock to BEH [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? sameclock b e g b e g",
851,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b e e h b e e h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,EH) = ∠(BE,EH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b e e g b e e g",
852,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b e e h b e e h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:EH = BE:EH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b e e g b e e g",
853,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b h e h b h e h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BH,EH) = ∠(BH,EH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b g e g b g e g",
854,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b h e h b h e h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BH:EH = BH:EH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b g e g b g e g",
855,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b f b g b f b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,BG) = ∠(BF,BG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b f b g b f b g",
856,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b f b g b f b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:BG = BF:BG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b f b g b f b g",
857,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? sameclock b f g b f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BFG are sameclock to BFG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? sameclock b f g b f g",
858,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b f f g b f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,FG) = ∠(BF,FG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b f f g b f f g",
859,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b f f g b f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:FG = BF:FG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b f f g b f f g",
860,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b g f g b g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,FG) = ∠(BG,FG) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqangle b g f g b g f g",
861,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b g f g b g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:FG = BG:FG [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f ? eqratio b g f g b g f g",
862,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b f b h b f b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,BH) = ∠(BF,BH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b f b g b f b g",
863,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b f b h b f b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:BH = BF:BH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b f b g b f b g",
864,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? sameclock b f h b f h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H
 (Numerical Check)=> BFH are sameclock to BFH [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? sameclock b f g b f g",
865,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b f f h b f f h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,FH) = ∠(BF,FH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b f f g b f f g",
866,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b f f h b f f h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:FH = BF:FH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b f f g b f f g",
867,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqangle b h f h b h f h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BH,FH) = ∠(BH,FH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqangle b g f g b g f g",
868,4,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; h = angle_bisector h d f c, on_tline h e b d ? eqratio b h f h b h f h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BH:FH = BH:FH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = angle_bisector g d f c, on_tline g e b d ? eqratio b g f g b g f g",
869,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqangle b g b h b g b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,BH) = ∠(BG,BH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqangle b g b h b g b h",
870,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqratio b g b h b g b h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:BH = BG:BH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqratio b g b h b g b h",
871,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? sameclock b g h b g h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H
 (Numerical Check)=> BGH are sameclock to BGH [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? sameclock b g h b g h",
872,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqangle b g g h b g g h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,GH) = ∠(BG,GH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqangle b g g h b g g h",
873,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqratio b g g h b g g h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:GH = BG:GH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqratio b g g h b g g h",
874,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqangle b h g h b h g h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BH,GH) = ∠(BH,GH) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqangle b h g h b h g h",
875,5,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqratio b h g h b h g h",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G, H

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BH:GH = BH:GH [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a; f = on_tline f d c e; g = eqangle3 g b d c e a, lc_tangent g e f; h = angle_bisector h d f c, on_tline h e b d ? eqratio b h g h b h g h",
876,2,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a ? eqangle c d c e c d c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CE) = ∠(CD,CE) [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a ? eqangle c d c e c d c e",
877,2,"a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a ? eqratio c d c e c d c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:CE = CD:CE [g0]
==========================","a b c d = quadrangle a b c d; e = on_circle e b c, on_bline e c a ? eqratio c d c e c d c e",
